Country or area,AgeGroup,Divorced,Married,Other,Widowed
Argentina,[15-19],0.08748906386701662,2.3622047244094486,97.50031246094238,0.04999375078115236
Argentina,[20-24],0.5097451274362819,18.53073463268366,80.8495752123938,0.10994502748625688
Argentina,[25-29],1.3094762095161936,42.29308276689325,56.16753298680528,0.2299080367852859
Argentina,[30-34],2.28977102289771,57.21427857214279,40.01599840015998,0.47995200479952005
Argentina,[35-39],3.239028291512546,63.83085074477657,31.99040287913627,0.9397180845746277
Argentina,[40-44],4.1879060469765115,66.50674662668665,27.516241879060487,1.7891054472763617
Argentina,[45-49],4.889511048895111,67.57324267573243,24.2875712428757,3.249675032496751
Argentina,[50-54],5.108978204359128,66.81663667266547,22.30553889222155,5.76884623075385
Argentina,[55-59],4.8980407836865245,65.39384246301479,20.321871251499402,9.38624550179928
Argentina,[60-64],4.238304678128749,62.33506597361056,18.842463014794077,14.584166333466614
Argentina,[65+],4.14792603698151,47.07646176911545,15.392303848075954,33.38330834582708
Azerbaijan,[15-19],0.20400816032641306,31.021240849633987,68.7507500300012,0.024000960038401537
Azerbaijan,[20-24],0.5605211331616422,53.70701408877443,45.53552492046659,0.19693985759733373
Azerbaijan,[25-29],1.636314051089361,74.2916881306627,23.532620223629593,0.5393775946183449
Azerbaijan,[30-34],2.345881069285325,84.96999454446262,11.5081529975147,1.1759713887373462
Azerbaijan,[35-39],2.768354737097165,88.64489944269445,6.648291737339463,1.9384540828689119
Azerbaijan,[40-44],2.603188072004364,90.27213770531547,3.9941814655433774,3.1304927571367958
Azerbaijan,[45-49],2.542270165444518,89.62790133931277,2.839221865341486,4.990606629901217
Azerbaijan,[50-54],2.1157877761651345,87.80196742460895,2.1899693597806618,7.8922754394452515
Azerbaijan,[55-59],1.761403961545906,83.96993354409962,1.6162333053745357,12.652429188979934
Azerbaijan,[60-64],1.657373582003461,74.68179196308402,1.372812920592196,22.288021534320322
China,[15-19],0.027780864540504498,1.8224247138570953,98.1442382486943,0.005556172908100901
China,[20-24],0.2498750624687656,32.24498861680271,67.45516130823478,0.04997501249375312
China,[25-29],0.8385627811406676,76.83123229855056,22.16915643916255,0.16104848114622095
China,[30-34],1.5324819544697392,91.19378123264853,6.912826207662405,0.36091060521932256
China,[35-39],1.860904343961782,93.84512831907567,3.6051549827796805,0.6888123541828686
China,[40-44],1.882914907798267,94.05132192846033,2.6938458120417863,1.3719173516996221
China,[45-49],1.7385025549877808,93.28482559431238,2.299489002443906,2.677182848255943
China,[50-54],1.668124453330001,91.75934024740722,2.1741846807447303,4.398350618518056
China,[55-59],1.3120079970011247,88.67299762589029,2.1304510808446935,7.884543296263901
China,[60-64],1.0209910038554906,84.4852206197344,2.2561759246037383,12.23761245180637
China,[65+],0.64993500649935,61.95380461953805,2.2397760223977627,35.15648435156484
Egypt,[15-19],0.1620857330068628,78.81160120012416,20.991826740697306,0.03448632617167293
Egypt,[20-24],0.6561718405178756,76.65440635574518,22.492276004119475,0.1971457996174783
Egypt,[25-29],1.1382687726109593,87.29962645960177,11.015029853819215,0.547074913968058
Egypt,[30-34],1.4440751742595805,92.79138848857387,4.361636422458162,1.4028999147083911
Egypt,[35-39],1.5502735776901808,93.64005412719892,1.9885862210978331,2.8210860740130617
Egypt,[40-44],1.6941176470588237,91.12058823529412,1.5352941176470551,5.65
Egypt,[45-49],1.5968709563580756,87.91612751441006,1.1263380778732,9.360663451358665
Egypt,[50-54],1.1653846153846152,84.09615384615384,1.2576923076923237,13.48076923076923
Egypt,[55-59],1.0153065148834706,79.45542650565342,1.1883701253749592,18.340896854088147
Egypt,[60-64],0.9079018234977304,69.86227590982536,1.1502654458721224,28.0795568208048
Egypt,[65+],0.65,51.7,4.75,42.9
France,[15-19],0.011940298507462687,3.0522388059701493,96.93283582089552,0.0029850746268656717
France,[20-24],0.6889939045270872,25.48729539072666,73.77576878296007,0.04794192178617902
France,[25-29],2.1640574707920726,54.68764980619358,42.96886770486639,0.17942501814795028
France,[30-34],4.164726505793092,69.88961625900463,25.54438631570298,0.40127091949930155
France,[35-39],5.697771568667735,75.4269904534933,18.123296489570066,0.751941488268891
France,[40-44],6.749205653555386,77.5638216281363,14.273583872028041,1.4133888462802675
France,[45-49],7.096297107800176,78.37834136722174,11.928954864154235,2.5964066608238388
France,[50-54],6.74475863612624,78.48093710363351,10.036558979332995,4.7377452809072595
France,[55-59],6.121748474040026,76.96807796200396,9.045323622905073,7.8648499410509345
France,[60-64],5.291036870141303,73.82980945701965,8.500574463957989,12.378579208881064
France,[65+],0.0,97.4,2.5999999999999943,0.0
India,[15-19],0.12961522793763655,58.38610524756508,41.391697218827545,0.09258230566974039
India,[20-24],0.3740463669357825,76.93874527812756,22.29464484112286,0.3925635138137916
India,[25-29],0.5924170616113744,89.47719194312796,9.019549763033183,0.9108412322274884
India,[30-34],0.4652173913043479,94.68260869565218,2.8043478260869534,2.0478260869565226
India,[35-39],0.43472590531669786,94.38334130330827,1.7041255488414464,3.477807242533583
India,[40-44],0.39561777236762025,92.11807668898358,1.5172593687505298,5.96904616989827
India,[45-49],0.3609480321809089,89.74994564035659,1.217656012176576,8.67145031528593
India,[50-54],0.33890771709539425,84.24356908717151,1.1500638924384674,14.26745930329463
India,[55-59],0.2998833786860665,81.57383239851168,1.027378241794878,17.09890598100738
India,[60-64],0.2832861189801699,69.86613342220741,1.1220352163528275,28.728545242459592
Indonesia,[15-19],0.6736310291292793,50.37760176828145,48.806673157382306,0.14209404520695737
Indonesia,[20-24],1.7918694908564663,69.21983949480331,28.53571898434417,0.45257202999605317
Indonesia,[25-29],2.294193480491463,85.76126706832594,11.15262174748085,0.791917703701755
Indonesia,[30-34],2.5601894487567423,92.19050124983555,3.9100118405472983,1.3392974608604131
Indonesia,[35-39],2.6232700099984214,93.21159816871021,1.8918065568594358,2.2733252644319317
Indonesia,[40-44],2.9705054332096723,91.35685531612597,1.2576630620675218,4.414976188596838
Indonesia,[45-49],3.1573131265293237,88.5547399163312,0.970873786407779,7.3170731707317085
Indonesia,[50-54],2.695768077307564,83.84538487170943,0.9630123292236021,12.495834721759413
Indonesia,[55-59],2.7510600889440475,78.28455200468852,0.8515185989588758,18.112869307408555
Indonesia,[60-64],2.757954976385011,68.28696521529287,0.7894646119901978,28.165615196331924
Iran (Islamic Republic of),[15-19],0.18113678950655843,14.86570893191755,84.85321673953779,0.09993753903810118
Iran (Islamic Republic of),[20-24],0.5429017160686427,47.27613104524181,51.950078003120126,0.23088923556942278
Iran (Islamic Republic of),[25-29],0.8486209908898041,76.55060526644203,22.157743666541876,0.44303007612629475
Iran (Islamic Republic of),[30-34],1.154518222666001,88.95406889665502,9.117573639540694,0.7738392411382925
Iran (Islamic Republic of),[35-39],1.361053880252232,92.81388524692514,4.457763626147226,1.3672972466754074
Iran (Islamic Republic of),[40-44],1.7412469574985958,93.12238656930661,2.696124321288167,2.4402421519066344
Iran (Islamic Republic of),[45-49],2.0168591945051513,92.21354979706526,1.7670933499843926,4.002497658445208
Iran (Islamic Republic of),[50-54],2.8457314028956566,89.0976035946081,1.3417373939091277,6.71492760858712
Iran (Islamic Republic of),[55-59],3.2336600287159003,85.49847056620263,1.1236656470441346,10.144203758037332
Iran (Islamic Republic of),[60-64],4.4782635813634375,78.86234641052829,1.0041788810578112,15.655211127050459
Iran (Islamic Republic of),[65+],5.830685853111569,64.5299943935713,1.0652214539338303,28.574098299383294
Mexico,[15-19],0.11421229209793707,10.375472910271968,89.36398029837962,0.14633449925048184
Mexico,[20-24],0.6460593946316391,27.027412906910342,71.76613363792119,0.560394060536836
Mexico,[25-29],1.3240069947539346,46.11898219192748,51.58987901930695,0.9671317940116343
Mexico,[30-34],2.0376846763257443,58.307758189993585,38.17357790307614,1.480979230604525
Mexico,[35-39],2.573805019098276,63.95959019026881,31.49609110056045,1.9705136900724667
Mexico,[40-44],3.0873010207723603,66.44657006210292,27.421657505889087,3.044471411235634
Mexico,[45-49],3.3054901120868134,67.57335617905332,24.805454415649322,4.315699293210538
Mexico,[50-54],3.636922840336781,66.84095190496329,23.278612894544608,6.243512360155319
Mexico,[55-59],3.413546551856692,66.59491043284386,21.18090259091258,8.810640424386868
Mexico,[60-64],3.125,63.891451414514144,19.964637146371473,13.018911439114392
Mexico,[65+],0.5997001499250374,55.072463768115945,15.542228885557222,28.7856071964018
Nigeria,[15-19],0.39416401929638784,79.35051182492057,20.12589716437229,0.12942699141075423
Nigeria,[20-24],0.7175204375698405,82.5677821560901,16.467682173734033,0.24701523260601072
Nigeria,[25-29],1.0587612493382743,86.73019234162696,11.693429798247166,0.5176166107876008
Nigeria,[30-34],1.199717713479181,90.19054340155257,7.504116678428616,1.1056222065396375
Nigeria,[35-39],1.164774398494029,91.97599858815225,4.900288252250121,1.9589387611035944
Nigeria,[40-44],1.5116757837774246,90.1064643256279,4.440915240279992,3.9409446503146874
Nigeria,[45-49],1.6056934478296672,88.38371956240442,3.9230678743677174,6.087519115398188
Nigeria,[50-54],2.210442088417684,87.61752350470094,2.690538107621535,7.4814962992598515
Nigeria,[55-59],1.9303860772154433,84.8369673934787,2.420484096819351,10.812162432486497
Nigeria,[60-64],2.4628078509813722,76.59707463432929,2.6128266033254164,18.327290911363917
Republic of Korea,[15-19],0.0,0.6238095238095239,99.36666666666666,0.009523809523809526
Republic of Korea,[20-24],0.08569796229289658,11.62635688440297,88.24509617215769,0.04284898114644829
Republic of Korea,[25-29],0.4094848109703838,48.676316541281786,50.7237405961337,0.190458051614132
Republic of Korea,[30-34],1.1807274804799086,79.38487907065321,18.824985717006285,0.609407731860598
Republic of Korea,[35-39],2.1901633100033324,87.81602628195971,8.508308336904264,1.4855020711326952
Republic of Korea,[40-44],3.1653101051930124,88.94283402351373,4.617068875243945,3.274786996049312
Republic of Korea,[45-49],3.5906471736749372,87.8375160721939,2.6048859469498638,5.966950807181295
Republic of Korea,[50-54],3.356663333809456,85.05451602152073,1.5331143170023438,10.055706327667474
Republic of Korea,[55-59],2.714027235501381,80.8732501666508,1.0189505761355946,15.393772021712222
Republic of Korea,[60-64],2.0194951262184455,73.75656085978505,0.60484878780305,23.61909522619345
Russian Federation,[15-19],0.125,4.425,95.425,0.025
Russian Federation,[20-24],1.3998250218722659,61.87976502937133,36.63292088488939,0.08748906386701663
Russian Federation,[25-29],3.649315753296257,76.58564019246391,19.496344435418365,0.268699618821471
Russian Federation,[30-34],5.661792275965505,80.8711411073616,12.935883014623158,0.5311836020497438
Russian Federation,[35-39],7.155802762327354,81.55115305293418,10.105618398850083,1.1874257858883819
Russian Federation,[40-44],7.875,82.05625,8.118749999999991,1.95
Russian Federation,[45-49],7.510622344413896,82.22319420144963,6.917020744813797,3.3491627093226692
Russian Federation,[50-54],7.27621270211702,82.2803800633439,5.000833472245361,5.442573762293716
Russian Federation,[55-59],6.341666666666666,80.375,4.49166666666666,8.791666666666668
Russian Federation,[60-64],7.413426678334792,65.78322290286287,5.813226653331654,20.990123765470685
State of Palestine,[15-19],0.08823529411764708,27.194117647058828,72.68235294117646,0.03529411764705883
State of Palestine,[20-24],0.6587847773660371,55.53790953473325,43.64449150049997,0.1588141874007411
State of Palestine,[25-29],1.058512202293443,78.80035283740077,19.711849456042344,0.4292855042634519
State of Palestine,[30-34],1.164774398494029,88.60521207129831,9.406435672686627,0.8235778575210305
State of Palestine,[35-39],1.317259629520729,90.53807703616583,6.798000588062337,1.3466627462511027
State of Palestine,[40-44],1.4819170832108204,90.60276389297266,5.221993531314311,2.6933254925022054
State of Palestine,[45-49],1.5172900494001413,89.1554928252176,4.875323453305086,4.451893672077159
State of Palestine,[50-54],1.9986675549633577,88.40772818121252,3.6808794137241847,5.912724850099933
State of Palestine,[55-59],2.58974102589741,84.9015098490151,3.1896810318968107,9.319068093190682
State of Palestine,[60-64],3.8096190380961894,78.6021397860214,2.629737026297377,14.958504149585043
State of Palestine,[65+],0.75,59.699999999999996,2.5250000000000057,37.025
Thailand,[15-19],0.1922633238483427,27.647465969391682,72.06798431131277,0.09228639544720452
Thailand,[20-24],0.7306568220273804,44.731579756960464,54.14551607445009,0.39224734656206733
Thailand,[25-29],1.1689610089979234,65.61562716296238,32.430977466738454,0.7844343613012381
Thailand,[30-34],1.3994617454825067,76.55517108804307,20.692041522491337,1.3533256439830836
Thailand,[35-39],1.6462804831140858,81.57550580813908,14.493422570966999,2.2847911377798296
Thailand,[40-44],1.823076923076923,83.15384615384616,11.069230769230757,3.9538461538461536
Thailand,[45-49],1.8304876172896476,82.6718966312875,9.352407321950466,6.1452084294723885
Thailand,[50-54],1.5793682526989201,82.31707317073172,6.297481007596943,9.80607756897241
Thailand,[55-59],1.4394242303078766,78.68852459016394,5.58776489404238,14.284286285485805
Thailand,[60-64],1.2898710128987103,72.67273272672733,5.089491050894907,20.947905209479053
Turkey,[15-19],0.08107450747236711,47.11509877577494,52.7605869794341,0.04323973731859579
Turkey,[20-24],0.5135273926322333,68.93159274574988,30.392713316576135,0.1621665450417579
Turkey,[25-29],1.067365633528792,85.70000270219148,12.851622665982106,0.3810089982976194
Turkey,[30-34],1.5917628300408073,92.67086452449801,4.959057373726452,0.7783152717347243
Turkey,[35-39],1.875320885237928,93.79036398519199,2.9886237738806187,1.3456913556894639
Turkey,[40-44],2.0967306133477437,92.90191840043232,2.1453661172655956,2.855984868954337
Turkey,[45-49],1.9535788591964116,91.9127779729255,1.664459996217147,4.469183171660948
Turkey,[50-54],1.710469932866733,89.52649621482645,1.7354663619482977,7.02756749035852
Turkey,[55-59],1.671189830024282,86.5626339094415,1.324810741322679,10.44136551921154
Turkey,[60-64],1.5419518572637085,80.26993770668308,1.4458201953395218,16.742290240713682
Turkey,[65+],1.124859392575928,60.10498687664042,2.7121609798775097,36.057992750906145
Ukraine,[15-19],0.1714040851306956,57.777460362805314,42.036851878303096,0.014283673760891302
Ukraine,[20-24],1.853086255165978,72.1437141714438,25.889881349153455,0.11331822423676842
Ukraine,[25-29],5.1519594774726745,83.09784057584645,11.296987470007991,0.45321247667288733
Ukraine,[30-34],7.225221622342199,84.77637805772179,7.0252616143437905,0.9731387055922148
Ukraine,[35-39],8.338332333533295,84.54309138172367,5.405585549556733,1.7129907351862963
Ukraine,[40-44],9.279381374575028,83.88774081727884,4.219718685420986,2.6131591227251514
Ukraine,[45-49],8.299407185201058,83.55117491607741,3.985429612170563,4.1639882865509605
Ukraine,[50-54],5.28,86.97,3.1099999999999994,4.640000000000001
Ukraine,[55-59],4.240000000000001,84.77,3.0300000000000153,7.959999999999999
Ukraine,[60-64],5.532411264789202,68.83852691218131,4.599233461089824,21.02982836193967
United Kingdom,[15-19],0.014998125234345707,1.4173228346456692,98.56017997750281,0.0074990626171728535
United Kingdom,[20-24],0.7774611269436529,19.2140392980351,79.97350132493375,0.03499825008749563
United Kingdom,[25-29],3.939507561554805,48.063992000999875,47.88151481064867,0.11498562679665043
United Kingdom,[30-34],7.2225,66.005,26.53750000000001,0.23500000000000001
United Kingdom,[35-39],9.184311176661751,73.68697347698922,16.648751343649224,0.4799640026997975
United Kingdom,[40-44],10.1925,76.78250000000001,12.097499999999997,0.9275
United Kingdom,[45-49],10.285185833187533,78.11242470444151,9.795296058386853,1.8070934039841038
United Kingdom,[50-54],9.445610877824434,78.53429314137172,8.563287342531495,3.4568086382723453
United Kingdom,[55-59],8.05407701726766,77.41209985756053,8.119049404003306,6.414773721168503
United Kingdom,[60-64],6.60367926414717,74.3876224755049,7.908418316336736,11.100279944011199
United Kingdom,[65+],0.6493506493506493,53.446553446553445,11.188811188811187,34.71528471528472
United States of America,[15-19],0.1593625498007968,3.4544176236231543,96.35809702367003,0.028122802906022967
United States of America,[20-24],2.060380211708792,29.288183192914236,68.50966731475481,0.14176928062216462
United States of America,[25-29],5.6562765770752055,56.055185820160105,37.98344965373868,0.3050879490260135
United States of America,[30-34],8.357741574095321,68.27648575323606,22.878507700406274,0.4872649722623403
United States of America,[35-39],10.054643203384353,73.14697846587737,15.93319427715268,0.865184053585593
United States of America,[40-44],11.435055601785308,74.44284741659732,12.657538391708911,1.464558589908465
United States of America,[45-49],14.057188562287543,67.7364527094581,16.216756648670255,1.9896020795840832
United States of America,[50-54],14.899999999999999,67.80000000000001,14.08999999999999,3.2100000000000004
United States of America,[55-59],13.223848625490895,70.26062120671189,10.28918243484469,6.226347732952517
United States of America,[60-64],12.128571428571428,68.97857142857143,8.80714285714285,10.085714285714285
United States of America,[65+],7.673081729567609,56.53586603349163,5.998500374906257,29.792551862034493
