Country or area,AgeGroup,Sex,Divorced,Married,Other,Widowed
Mexico,[60-64],Women,3.9747828092565545,54.34765895287153,21.188590758822187,20.48896747904974
Mexico,[65+],Men,0.4995004995004995,69.63036963036963,14.985014985014985,14.885114885114884
Mexico,[65+],Women,0.7,40.5,16.099999999999994,42.7
Nigeria,[15-19],Men,0.12857142857142856,72.84285714285714,26.942857142857136,0.08571428571428572
Nigeria,[15-19],Women,0.580116023204641,83.90678135627125,15.353070614122828,0.1600320064012803
Nigeria,[20-24],Men,0.3857142857142858,75.78571428571429,23.757142857142853,0.07142857142857142
Nigeria,[20-24],Women,0.9497150854743577,87.31380585824253,11.366590022993108,0.36988903329001305
Nigeria,[25-29],Men,0.9572796113730532,82.25460780111445,16.616659522788964,0.17145306472353192
Nigeria,[25-29],Women,1.129774045190962,89.8620275944811,8.248350329934013,0.7598480303939212
Nigeria,[30-34],Men,1.0138512066257317,89.07611023846923,9.438811937740965,0.47122661716407255
Nigeria,[30-34],Women,1.32986701329867,90.97090290970904,6.149385061493845,1.5498450154984502
Nigeria,[35-39],Men,0.9714285714285715,93.91428571428573,4.714285714285694,0.4
Nigeria,[35-39],Women,1.3001300130013003,90.61906190619062,5.030503050305029,3.0503050305030506
Nigeria,[40-44],Men,1.1568123393316194,94.33019137389317,3.841759497286489,0.6712367894887175
Nigeria,[40-44],Women,1.7601760176017605,87.14871487148714,4.860486048604855,6.230623062306231
Nigeria,[45-49],Men,1.0425592687803487,94.8443301913739,2.942016566695216,1.1710939731505283
Nigeria,[45-49],Women,2.0,83.86,4.609999999999999,9.53
Nigeria,[50-54],Men,1.6338779593197734,94.19806602200734,2.6175391797265632,1.5505168389463155
Nigeria,[50-54],Women,3.075,77.75,2.799999999999997,16.375
Nigeria,[55-59],Men,1.2841894596397598,94.41294196130754,2.118078719146098,2.1847898599066045
Nigeria,[55-59],Women,2.898550724637681,70.48975512243878,2.8735632183907995,23.73813093453273
Nigeria,[60-64],Men,1.325,93.8,1.8499999999999943,3.025
Nigeria,[60-64],Women,3.6009002250562645,59.38984746186547,3.375843960990238,33.633408352088026
South Korea,[15-19],Men,0.0,0.2,99.79,0.01
South Korea,[15-19],Women,0.0,1.0090909090909093,98.98181818181818,0.009090909090909094
South Korea,[20-24],Men,0.0599880023995201,3.999200159968006,95.92081583683263,0.01999600079984003
South Korea,[20-24],Women,0.10907107798582075,18.560261770587164,81.26704235593529,0.06362479549172878
South Korea,[25-29],Men,0.27,36.010000000000005,63.64999999999999,0.07
South Korea,[25-29],Women,0.5362661334302854,60.189056535175425,38.97473186693328,0.29994546446100706
South Korea,[30-34],Men,0.8798240351929616,75.02499500099981,23.885222955408906,0.20995800839832035
South Korea,[30-34],Women,1.4542810398109434,83.3484820941647,14.224686420650798,0.9725504453735686
South Korea,[35-39],Men,1.8098190180981903,87.12128787121287,10.62893710628937,0.43995600439956
South Korea,[35-39],Women,2.5359025631703327,88.44755499000182,6.580621705144509,2.43592074168333
South Korea,[40-44],Men,2.77833300019988,90.59564261443136,5.716570057965214,0.9094543274035579
South Korea,[40-44],Women,3.517222575661183,87.43978914841406,3.617195310369908,5.425792965554848
South Korea,[45-49],Men,3.32033203320332,91.97919791979197,3.1903190319032007,1.51015101510151
South Korea,[45-49],Women,3.8363636363636364,84.07272727272726,2.0727272727272776,10.01818181818182
South Korea,[50-54],Men,3.2893421315736853,92.42151569686064,1.7896420715856607,2.499500099980004
South Korea,[50-54],Women,3.417871102627034,78.35651304426871,1.29988182892464,16.92573402417962
South Korea,[55-59],Men,2.7802780278027805,92.17921792179219,1.0801080108010694,3.9603960396039604
South Korea,[55-59],Women,2.6538216849950014,70.59892756520948,0.9633736253749134,25.783877124420606
South Korea,[60-64],Men,2.0597940205979404,90.82091790820918,0.6399360063993669,6.47935206479352
South Korea,[60-64],Women,1.9792083166733305,56.69732107157138,0.5697720911635287,40.75369852059176
Russia,[15-19],Men,0.04997501249375312,1.5992003998000999,98.35082458770614,0.0
Russia,[15-19],Women,0.20010005002501252,7.2536268134067035,92.49624812406203,0.05002501250625313
Russia,[20-24],Men,0.6748312921769558,57.36065983504124,41.9395151212197,0.024993751562109475
Russia,[20-24],Women,2.125,66.39999999999999,31.325000000000003,0.15
Russia,[25-29],Men,2.625,75.2375,22.075000000000003,0.0625
Russia,[25-29],Women,4.673247532175433,77.9332750218668,16.91865550418592,0.4748219417718355
Russia,[30-34],Men,4.5875,81.05,14.224999999999994,0.1375
Russia,[30-34],Women,6.735816045988502,80.69232691827042,11.64708822794303,0.9247688077980505
Russia,[35-39],Men,5.749281339832522,83.27709036370454,10.723659542557172,0.2499687539057618
Russia,[35-39],Women,8.5625,79.825,9.487499999999997,2.125
Russia,[40-44],Men,5.950743842980373,84.48556069508687,9.026128266033268,0.5375671958994874
Russia,[40-44],Women,9.798775153105863,79.62754655668041,7.211598550181222,3.3620797400324953
Russia,[45-49],Men,5.486814148231471,86.62667166604174,6.836645419322579,1.0498687664041995
Russia,[45-49],Women,9.533924778208172,77.82081719355241,6.997375984005998,5.6478820442334134
Russia,[50-54],Men,5.450000000000001,87.91666666666667,4.883333333333326,1.7500000000000002
Russia,[50-54],Women,9.103034344781594,76.64221407135712,5.118372790930323,9.136378792930977
Russia,[55-59],Men,4.5,88.75,4.016666666666666,2.733333333333333
Russia,[55-59],Women,8.183333333333334,72.0,4.966666666666669,14.85
Russia,[60-64],Men,5.026256564141034,83.19579894973744,4.9512378094523655,6.826706676669166
Russia,[60-64],Women,9.8,48.375,6.675000000000011,35.15
Palestine Ter.,[15-19],Men,0.0,18.069678279713287,81.91365227537923,0.016669444907484583
Palestine Ter.,[15-19],Women,0.13635124079629124,32.16980274520498,67.64839560039997,0.045450413598763756
Palestine Ter.,[20-24],Men,0.16672224074691566,37.329109703234415,62.470823607869285,0.03334444814938313
Palestine Ter.,[20-24],Women,0.9270199036626373,65.46396437335272,33.38180496228301,0.22721076070162682
Palestine Ter.,[25-29],Men,0.39986671109630123,72.39253582139288,27.090969676774407,0.11662779073642121
Palestine Ter.,[25-29],Women,1.4177951467781513,82.29573752612924,15.686630918840308,0.5998364082522949
Palestine Ter.,[30-34],Men,0.40006667777962995,91.99866644440739,7.451241873645614,0.15002500416736123
Palestine Ter.,[30-34],Women,1.5818181818181818,86.75454545454545,10.472727272727283,1.190909090909091
Palestine Ter.,[35-39],Men,0.3832055981339553,96.41786071309564,2.9823392202599166,0.2165944685104965
Palestine Ter.,[35-39],Women,1.8267745160410798,87.33072798327728,8.879396528219573,1.9631009724620558
Palestine Ter.,[40-44],Men,0.33322225924691773,97.61746084638455,1.7660779740086525,0.2832389203598801
Palestine Ter.,[40-44],Women,2.108515859311097,86.77633372716532,7.1071525947468785,4.007997818776698
Palestine Ter.,[45-49],Men,0.28328611898017,97.8836860523246,1.4164305949008593,0.4165972337943676
Palestine Ter.,[45-49],Women,2.190311733163683,84.39516495501226,6.7617922384804245,6.6527310733436344
Palestine Ter.,[50-54],Men,0.3331112591605596,97.65156562291804,1.3657561625583128,0.6495669553630913
Palestine Ter.,[50-54],Women,3.664223850766156,79.163890739507,5.996002664890085,11.175882744836775
Palestine Ter.,[55-59],Men,0.38,97.39999999999999,1.220000000000013,1.0
Palestine Ter.,[55-59],Women,4.799040191961608,72.40551889622076,5.158968206358722,17.63647270545891
Palestine Ter.,[60-64],Men,0.66,96.32,1.1000000000000085,1.92
Palestine Ter.,[60-64],Women,6.958608278344331,60.887822435512895,4.159168166366726,27.99440111977604
Palestine Ter.,[65+],Men,0.20010005002501252,86.89344672336169,1.700850425212593,11.205602801400701
Palestine Ter.,[65+],Women,1.2993503248375813,32.53373313343329,3.348325837081447,62.81859070464768
Thailand,[15-19],Men,0.03998400639744103,4.038384646141544,95.88164734106357,0.03998400639744103
Thailand,[15-19],Women,0.2874640669916261,42.407199100112486,57.18035245594301,0.12498437695288088
Thailand,[20-24],Men,0.3398640543782487,27.708916433426626,71.79128348660535,0.1599360255897641
Thailand,[20-24],Women,0.975,55.375,43.1125,0.5375
Thailand,[25-29],Men,0.639872025594881,60.82783443311338,38.15236952609477,0.3799240151969607
Thailand,[25-29],Women,1.4996250937265683,68.6078480379905,28.8552861784554,1.0372406898275432
Thailand,[30-34],Men,0.8596561375449819,77.76889244302279,20.691723310675727,0.6797281087564974
Thailand,[30-34],Women,1.7368486817443458,75.79657628389354,20.692240409846306,1.7743346245158067
Thailand,[35-39],Men,0.9800000000000001,85.38,12.659999999999997,0.9800000000000001
Thailand,[35-39],Women,2.0627578447305916,79.19739967495937,15.639454931866482,3.100387548443556
Thailand,[40-44],Men,1.0597880423915216,88.84223155368926,8.498300339932015,1.5996800639872026
Thailand,[40-44],Women,2.3002875359419925,79.59744968121016,12.676584573071622,5.425678209776222
Thailand,[45-49],Men,1.019592163134746,90.02399040383847,6.517393042782885,2.4390243902439024
Thailand,[45-49],Women,2.3374999999999995,78.07499999999999,11.125,8.462499999999999
Thailand,[50-54],Men,1.019592163134746,89.66413434626149,5.377848860455828,3.93842463014794
Thailand,[50-54],Women,2.1391443422630947,74.97001199520193,7.217113154738087,15.673730507796883
Thailand,[55-59],Men,0.9396241503398641,88.44462215113954,4.7780887644942,5.83766493402639
Thailand,[55-59],Women,1.9392243102758895,68.93242702918833,6.397441023590559,22.730907636945222
Thailand,[60-64],Men,0.8996401439424231,85.20591763294682,4.618152738904442,9.276289484206316
Thailand,[60-64],Women,1.6803360672134429,60.13202640528106,5.5611122224444784,32.62652530506101
Turkey,[15-19],Men,0.04286020430030717,38.74562468747767,61.1757982713051,0.03571683691692264
Turkey,[15-19],Women,0.10432968179447052,52.208311597982956,47.63954094940011,0.04781777082246566
Turkey,[20-24],Men,0.221476030577981,55.9762806315639,43.71651068086019,0.08573265699792813
Turkey,[20-24],Women,0.6912442396313364,76.81505956003825,22.28501869402662,0.2086775063037996
Turkey,[25-29],Men,0.7427510355663477,79.17440365662047,19.882873875160712,0.19997143265247821
Turkey,[25-29],Women,1.2649424038252555,89.67181047598348,8.572049554444689,0.49119756574657675
Turkey,[30-34],Men,1.1711776047989717,91.93030064986074,6.698564593301441,0.19995715203884884
Turkey,[30-34],Women,1.8478260869565222,93.12173913043479,3.8999999999999915,1.1304347826086958
Turkey,[35-39],Men,1.3427612313406188,94.92893364759661,3.4426112420541273,0.2856938790086423
Turkey,[35-39],Women,2.1994262366339217,93.09745283839,2.712335912370662,1.9907850126054072
Turkey,[40-44],Men,1.435304198800343,95.79405884033135,2.28506141102541,0.4855755498429021
Turkey,[40-44],Women,2.4993479961749108,91.14144136312265,2.0603320872815942,4.298878553420846
Turkey,[45-49],Men,1.456622634773295,96.13709389503747,1.670831845769385,0.73545162441985
Turkey,[45-49],Women,2.256129368805425,89.34098417666492,1.6605807685619993,6.742305685967658
Turkey,[50-54],Men,1.406941865447793,95.44350807027567,1.621196971861167,1.5283530924153692
Turkey,[50-54],Women,2.013998000285673,83.60948435937723,1.8497357520354285,12.526781888301672
Turkey,[55-59],Men,1.2998143122411085,94.92215397800314,1.2783888015997746,2.4996429081559777
Turkey,[55-59],Women,2.0425653478074564,78.2031138408799,1.3712326810455409,18.383088130267105
Turkey,[60-64],Men,1.3069885446298146,92.74236949334973,1.429999231183217,4.520642730837241
Turkey,[60-64],Women,1.7770597738287561,67.78982998692207,1.4616508962227925,28.971459343026385
Turkey,[65+],Men,0.94976255936016,78.9052736815796,2.849287678080472,17.295676080979757
Turkey,[65+],Women,1.3,41.3,2.575000000000003,54.825
Ukraine,[15-19],Men,0.0,49.25,50.75,0.0
Ukraine,[15-19],Women,0.2399520095980804,61.18776244751051,38.55228954209157,0.019996000799840034
Ukraine,[20-24],Men,0.8166666666666668,65.28333333333333,33.900000000000006,0.0
Ukraine,[20-24],Women,2.5438791379693395,76.71628526994002,20.55098866918462,0.18884692290602087
Ukraine,[25-29],Men,2.9990003332222592,82.75574808397201,14.161946017994012,0.08330556481172942
Ukraine,[25-29],Women,6.587425016662964,83.32592757165075,9.386802932681618,0.6998444790046657
Ukraine,[30-34],Men,5.232461256457258,86.7022162972838,7.7320446592234475,0.3332777870354941
Ukraine,[30-34],Women,8.553654743390357,83.492557209509,6.554099089091309,1.3996889580093312
Ukraine,[35-39],Men,5.4,88.26666666666667,5.683333333333323,0.65
Ukraine,[35-39],Women,10.296567810729758,82.06153504387427,5.220482061535037,2.4214150838609356
Ukraine,[40-44],Men,5.7676279379896656,89.33155525920988,4.250708451408556,0.6501083513918987
Ukraine,[40-44],Women,11.619640079982226,80.25994223505887,4.199066874028006,3.9213508109309037
Ukraine,[45-49],Men,4.933333333333334,90.0,3.7833333333333314,1.2833333333333332
Ukraine,[45-49],Women,10.823647044119484,78.71516060492438,4.136982877140369,6.324209473815773
Ukraine,[50-54],Men,3.56,92.56,2.519999999999996,1.3599999999999999
Ukraine,[50-54],Women,7.000000000000001,81.38,3.700000000000003,7.920000000000001
Ukraine,[55-59],Men,2.7394521095780844,92.88142371525694,2.159568086382734,2.2195560887822436
Ukraine,[55-59],Women,5.74114822964593,76.65533106621324,3.900780156031203,13.702740548109624
Ukraine,[60-64],Men,3.4988337220926353,87.07097634121959,3.0989670109963328,6.331222925691436
Ukraine,[60-64],Women,7.566666666666667,50.6,6.099999999999994,35.73333333333333
Britain,[15-19],Men,0.009998000399920017,0.5198960207958409,99.46510697860428,0.004999000199960009
Britain,[15-19],Women,0.0199990000499975,2.3148842557872102,97.6551172441378,0.00999950002499875
Britain,[20-24],Men,0.4350217510875544,12.930646532326618,86.62933146657333,0.005000250012500626
Britain,[20-24],Women,1.1198320251962206,25.496175573663947,73.31900214967754,0.06499025146228067
Britain,[25-29],Men,3.0192451887028247,41.62959260184954,55.291177205698574,0.05998500374906275
Britain,[25-29],Women,4.86,54.50000000000001,40.46999999999999,0.17
Britain,[30-34],Men,6.2103105155257765,62.3481174058703,31.331566578328918,0.11000550027501375
Britain,[30-34],Women,8.234588270586471,69.66151692415379,21.74391280435978,0.359982000899955
Britain,[35-39],Men,8.143778433235015,71.79923011548267,19.80702894565816,0.24996250562415637
Britain,[35-39],Women,10.225,75.575,13.490000000000009,0.71
Britain,[40-44],Men,9.114544272786361,75.90120493975301,14.54927253637318,0.43497825108744564
Britain,[40-44],Women,11.270563528176408,77.66388319415971,9.645482274113704,1.4200710035501773
Britain,[45-49],Men,9.30906909309069,78.05219478052194,11.82381761823818,0.8149185081491851
Britain,[45-49],Women,11.261058629479683,78.17263957614836,7.767281451491968,2.799020342879992
Britain,[50-54],Men,8.713257348530295,79.56908618276344,10.24295140971806,1.4747050589882023
Britain,[50-54],Women,10.177964407118576,77.49950009998001,6.883623275344917,5.438912217556489
Britain,[55-59],Men,7.431655754910289,80.41381378379728,9.470738167824479,2.6837922934679392
Britain,[55-59],Women,8.676529388244703,74.41023590563775,6.767293082766884,10.14594162335066
Britain,[60-64],Men,6.013496625843539,80.39490127468133,8.812796800799788,4.778805298675331
Britain,[60-64],Women,7.193920911863221,68.3797430385442,7.003949407588877,17.422386642003698
Britain,[65+],Men,0.5994005994005994,72.02797202797203,7.3926073926074025,19.980019980019982
Britain,[65+],Women,0.6993006993006993,34.86513486513487,14.98501498501497,49.45054945054945
United States,[15-19],Men,0.08063735767506372,1.6514530851853049,98.25500757991162,0.012901977228010194
United States,[15-19],Women,0.23331919277619542,5.148172838009818,94.57608629780013,0.042421671413853716
United States,[20-24],Men,1.249340625780838,23.2627224520392,75.38243704711402,0.10549987506593742
United States,[20-24],Women,2.828229727953739,34.99277171770272,62.002891312918905,0.17610724142462875
United States,[25-29],Men,4.405885619100499,52.29317046085507,43.11493614658524,0.18600777345918934
United States,[25-29],Women,6.8397403894158755,59.615839398796545,33.126625850697636,0.41779436108994406
United States,[30-34],Men,7.036821221454535,67.07455811759483,25.62779211409861,0.2608285468520214
United States,[30-34],Women,9.60891505466779,69.41494953742641,20.27439024390243,0.7017451640033642
United States,[35-39],Men,8.418853873399328,73.804982895892,17.361426452335536,0.414736778373142
United States,[35-39],Women,11.596518761592238,72.52675131973176,14.586959623341443,1.28977029533457
United States,[40-44],Men,9.7009800861477,76.25632061926461,13.471502590673595,0.5711967039141019
United States,[40-44],Women,13.066329976216343,72.73688228558005,11.89182840532051,2.3049593328831075
United States,[45-49],Men,12.757448510297941,68.76624675064987,17.556488702259543,0.9198160367926417
United States,[45-49],Women,15.356928614277143,66.70665866826636,14.877024595080982,3.059388122375525
United States,[50-54],Men,13.617276544691059,70.00599880023995,14.937012597480503,1.4397120575884823
United States,[50-54],Women,16.18323664732947,65.59311862372475,13.242648529705932,4.980996199239848
United States,[55-59],Men,11.836093660765277,75.01427755568247,10.736721873215316,2.4129069103369503
United States,[55-59],Women,14.612198257391801,65.5049278674475,9.841451221254118,10.041422653906585
United States,[60-64],Men,10.714285714285714,76.38571428571429,9.042857142857144,3.8571428571428568
United States,[60-64],Women,13.542857142857143,61.57142857142858,8.57142857142857,16.314285714285713
United States,[65+],Men,7.000000000000001,73.2,6.0,13.800000000000004
United States,[65+],Women,8.345827086456769,39.88005997001499,5.997001499250388,45.77711144427785
